transaction_id,date,product_id,quantity,unit_price,total_amount,customer_id
3027,2024-03-22,16,16,34.99,559.84,CUST-3796
3028,2024-03-22,15,4,9.99,39.96,CUST-2653
3029,2024-03-22,19,2,89.99,179.98,CUST-4988
3030,2024-03-22,27,6,8.99,53.94,CUST-7809
3031,2024-03-22,8,10,119.99,1199.9,CUST-5459
3032,2024-03-22,1,21,29.99,629.79,CUST-9074
3033,2024-03-22,17,2,299.99,599.98,CUST-7034
3034,2024-03-22,24,6,9.99,59.94,CUST-6914
3035,2024-03-22,4,5,49.99,249.95,CUST-6505
3036,2024-03-22,2,12,89.99,1079.88,CUST-7417
3037,2024-03-22,13,23,19.99,459.77,CUST-7528
3038,2024-03-22,5,28,79.99,2239.72,CUST-2167
3039,2024-03-22,16,8,34.99,279.92,CUST-7557
3040,2024-03-22,9,8,24.99,199.92,CUST-7571
3041,2024-03-22,16,17,34.99,594.83,CUST-7271
3042,2024-03-22,24,8,9.99,79.92,CUST-2338
3043,2024-03-22,13,21,19.99,419.79,CUST-3973
3044,2024-03-22,23,6,99.99,599.94,CUST-5629
3045,2024-03-22,10,7,4.99,34.93,CUST-2277
3046,2024-03-23,9,3,24.99,74.97,CUST-8451
3047,2024-03-23,17,1,299.99,299.99,CUST-7396
3048,2024-03-23,22,1,199.99,199.99,CUST-4344
3049,2024-03-23,27,5,8.99,44.95,CUST-5950
3050,2024-03-23,26,4,12.99,51.96,CUST-4376
3051,2024-03-23,17,1,299.99,299.99,CUST-2786
3052,2024-03-23,24,2,9.99,19.98,CUST-2781
3053,2024-03-23,4,3,49.99,149.97,CUST-4906
3054,2024-03-23,19,1,89.99,89.99,CUST-5402
3055,2024-03-23,21,1,149.99,149.99,CUST-8767
3056,2024-03-24,22,1,199.99,199.99,CUST-2194
3057,2024-03-24,19,1,89.99,89.99,CUST-5372
3058,2024-03-24,24,2,9.99,19.98,CUST-7905
3059,2024-03-24,6,7,129.99,909.93,CUST-4232
3060,2024-03-24,12,8,8.99,71.92,CUST-2142
3061,2024-03-24,23,4,99.99,399.96,CUST-4089
3062,2024-03-24,17,1,299.99,299.99,CUST-7514
3063,2024-03-25,27,6,8.99,53.94,CUST-7786
3064,2024-03-25,3,12,12.99,155.88,CUST-7090
3065,2024-03-25,10,9,4.99,44.91,CUST-1335
3066,2024-03-25,3,7,12.99,90.93,CUST-8563
3067,2024-03-25,24,8,9.99,79.92,CUST-3802
3068,2024-03-25,10,5,4.99,24.95,CUST-6022
3069,2024-03-25,7,10,299.99,2999.9,CUST-5906
3070,2024-03-25,13,21,19.99,419.79,CUST-2641
3071,2024-03-25,2,9,89.99,809.91,CUST-1423
3072,2024-03-25,28,5,6.99,34.95,CUST-4678
3073,2024-03-25,19,3,89.99,269.97,CUST-9524
3074,2024-03-25,24,6,9.99,59.94,CUST-2591
3075,2024-03-25,21,4,149.99,599.96,CUST-4694
3076,2024-03-25,3,6,12.99,77.94,CUST-8360
3077,2024-03-25,9,12,24.99,299.88,CUST-5579
3078,2024-03-25,17,3,299.99,899.97,CUST-5149
3079,2024-03-25,20,2,29.99,59.98,CUST-3926
3080,2024-03-25,22,3,199.99,599.97,CUST-5922
3081,2024-03-25,15,5,9.99,49.95,CUST-5761
3082,2024-03-25,10,8,4.99,39.92,CUST-7141
3083,2024-03-25,15,5,9.99,49.95,CUST-4268
3084,2024-03-25,22,3,199.99,599.97,CUST-9990
3085,2024-03-25,25,5,199.99,999.95,CUST-1053
3086,2024-03-25,3,9,12.99,116.91,CUST-6327
3087,2024-03-25,15,11,9.99,109.89,CUST-9583
3088,2024-03-25,23,5,99.99,499.95,CUST-8750
3089,2024-03-25,28,5,6.99,34.95,CUST-8176
3090,2024-03-25,25,5,199.99,999.95,CUST-1287
3091,2024-03-25,1,21,29.99,629.79,CUST-3611
3092,2024-03-25,17,1,299.99,299.99,CUST-8813
3093,2024-03-25,5,29,79.99,2319.71,CUST-7156
3094,2024-03-25,18,2,499.99,999.98,CUST-9219
3095,2024-03-25,11,6,12.99,77.94,CUST-7096
3096,2024-03-25,6,10,129.99,1299.9,CUST-3365
3097,2024-03-25,4,9,49.99,449.91,CUST-1023
3098,2024-03-25,18,1,499.99,499.99,CUST-2863
3099,2024-03-25,22,3,199.99,599.97,CUST-6893
3100,2024-03-25,7,6,299.99,1799.94,CUST-6518
3101,2024-03-25,10,8,4.99,39.92,CUST-5266
3102,2024-03-25,3,10,12.99,129.9,CUST-7087
3103,2024-03-25,10,7,4.99,34.93,CUST-3231
3104,2024-03-25,13,18,19.99,359.82,CUST-3036
3105,2024-03-25,26,10,12.99,129.9,CUST-4423
3106,2024-03-25,10,5,4.99,24.95,CUST-6580
3107,2024-03-25,13,8,19.99,159.92,CUST-3024
3108,2024-03-25,11,17,12.99,220.83,CUST-7745
3109,2024-03-25,16,17,34.99,594.83,CUST-6189
3110,2024-03-25,14,11,14.99,164.89,CUST-9980
3111,2024-03-25,5,20,79.99,1599.8,CUST-6372
3112,2024-03-25,23,5,99.99,499.95,CUST-1860
3113,2024-03-26,18,2,499.99,999.98,CUST-5906
3114,2024-03-26,7,7,299.99,2099.93,CUST-5140
3115,2024-03-26,21,3,149.99,449.97,CUST-3382
3116,2024-03-26,18,1,499.99,499.99,CUST-6862
3117,2024-03-26,16,14,34.99,489.86,CUST-2449
3118,2024-03-26,26,10,12.99,129.9,CUST-6177
3119,2024-03-26,1,9,29.99,269.91,CUST-8968
3120,2024-03-26,13,15,19.99,299.85,CUST-1159
3121,2024-03-26,14,15,14.99,224.85,CUST-2261
3122,2024-03-26,1,21,29.99,629.79,CUST-9432
3123,2024-03-26,23,12,99.99,1199.88,CUST-2805
3124,2024-03-26,27,5,8.99,44.95,CUST-3646
3125,2024-03-26,10,7,4.99,34.93,CUST-1644
3126,2024-03-26,3,13,12.99,168.87,CUST-6615
3127,2024-03-26,5,21,79.99,1679.79,CUST-5491
3128,2024-03-26,5,30,79.99,2399.7,CUST-1342
3129,2024-03-26,27,4,8.99,35.96,CUST-8887
3130,2024-03-26,26,10,12.99,129.9,CUST-6686
3131,2024-03-26,2,6,89.99,539.94,CUST-2542
3132,2024-03-26,19,3,89.99,269.97,CUST-2566
3133,2024-03-26,4,11,49.99,549.89,CUST-1682
3134,2024-03-26,19,4,89.99,359.96,CUST-8281
3135,2024-03-26,27,6,8.99,53.94,CUST-2187
3136,2024-03-26,16,19,34.99,664.81,CUST-8259
3137,2024-03-26,2,17,89.99,1529.83,CUST-6619
3138,2024-03-26,10,10,4.99,49.9,CUST-1541
3139,2024-03-26,27,8,8.99,71.92,CUST-5181
3140,2024-03-26,17,2,299.99,599.98,CUST-5994
3141,2024-03-26,17,1,299.99,299.99,CUST-4651
3142,2024-03-26,25,7,199.99,1399.93,CUST-6089
3143,2024-03-26,7,7,299.99,2099.93,CUST-8789
3144,2024-03-26,28,5,6.99,34.95,CUST-8935
3145,2024-03-26,9,9,24.99,224.91,CUST-2427
3146,2024-03-26,6,21,129.99,2729.79,CUST-7601
3147,2024-03-26,19,2,89.99,179.98,CUST-4412
3148,2024-03-26,4,11,49.99,549.89,CUST-9250
3149,2024-03-26,12,23,8.99,206.77,CUST-6221
3150,2024-03-27,6,19,129.99,2469.81,CUST-7390
3151,2024-03-27,5,15,79.99,1199.85,CUST-3065
3152,2024-03-27,12,10,8.99,89.9,CUST-9275
3153,2024-03-27,28,5,6.99,34.95,CUST-1558
3154,2024-03-27,6,19,129.99,2469.81,CUST-7917
3155,2024-03-27,2,6,89.99,539.94,CUST-2385
3156,2024-03-27,24,4,9.99,39.96,CUST-3596
3157,2024-03-27,15,4,9.99,39.96,CUST-2051
3158,2024-03-27,22,2,199.99,399.98,CUST-4029
3159,2024-03-27,6,21,129.99,2729.79,CUST-1266
3160,2024-03-27,5,25,79.99,1999.75,CUST-7971
3161,2024-03-27,1,17,29.99,509.83,CUST-3309
3162,2024-03-27,9,8,24.99,199.92,CUST-2109
3163,2024-03-27,21,4,149.99,599.96,CUST-5754
3164,2024-03-27,24,10,9.99,99.9,CUST-7885
3165,2024-03-27,4,5,49.99,249.95,CUST-4337
3166,2024-03-27,2,7,89.99,629.93,CUST-7151
3167,2024-03-27,5,18,79.99,1439.82,CUST-9089
3168,2024-03-27,24,5,9.99,49.95,CUST-3216
3169,2024-03-27,2,15,89.99,1349.85,CUST-7288
3170,2024-03-27,15,9,9.99,89.91,CUST-9841
3171,2024-03-27,26,5,12.99,64.95,CUST-1517
3172,2024-03-27,21,1,149.99,149.99,CUST-5680
3173,2024-03-27,12,15,8.99,134.85,CUST-4477
3174,2024-03-27,15,10,9.99,99.9,CUST-2931
3175,2024-03-27,8,19,119.99,2279.81,CUST-6156
3176,2024-03-27,19,4,89.99,359.96,CUST-4090
3177,2024-03-27,16,11,34.99,384.89,CUST-2044
3178,2024-03-27,16,17,34.99,594.83,CUST-7401
3179,2024-03-27,3,7,12.99,90.93,CUST-8007
3180,2024-03-27,25,5,199.99,999.95,CUST-5048
3181,2024-03-27,16,7,34.99,244.93,CUST-5969
3182,2024-03-27,16,14,34.99,489.86,CUST-1480
3183,2024-03-27,9,12,24.99,299.88,CUST-8111
3184,2024-03-27,10,6,4.99,29.94,CUST-1257
3185,2024-03-27,18,1,499.99,499.99,CUST-2960
3186,2024-03-27,25,9,199.99,1799.91,CUST-5162
3187,2024-03-27,3,13,12.99,168.87,CUST-1489
3188,2024-03-27,11,8,12.99,103.92,CUST-9897
3189,2024-03-27,16,20,34.99,699.8,CUST-4594
3190,2024-03-27,14,11,14.99,164.89,CUST-5069
3191,2024-03-27,11,16,12.99,207.84,CUST-9516
3192,2024-03-27,10,4,4.99,19.96,CUST-8296
3193,2024-03-27,26,13,12.99,168.87,CUST-7498
3194,2024-03-27,18,4,499.99,1999.96,CUST-1007
3195,2024-03-27,22,3,199.99,599.97,CUST-9984
3196,2024-03-27,5,13,79.99,1039.87,CUST-9909
3197,2024-03-27,17,3,299.99,899.97,CUST-5709
3198,2024-03-28,23,9,99.99,899.91,CUST-5280
3199,2024-03-28,2,13,89.99,1169.87,CUST-7315
3200,2024-03-28,11,14,12.99,181.86,CUST-3673
3201,2024-03-28,23,11,99.99,1099.89,CUST-6972
3202,2024-03-28,4,5,49.99,249.95,CUST-7363
3203,2024-03-28,17,4,299.99,1199.96,CUST-2991
3204,2024-03-28,2,8,89.99,719.92,CUST-7155
3205,2024-03-28,13,17,19.99,339.83,CUST-8267
3206,2024-03-28,25,5,199.99,999.95,CUST-6582
3207,2024-03-28,16,16,34.99,559.84,CUST-9210
3208,2024-03-28,12,24,8.99,215.76,CUST-1524
3209,2024-03-28,18,3,499.99,1499.97,CUST-9928
3210,2024-03-28,27,7,8.99,62.93,CUST-6972
3211,2024-03-28,22,3,199.99,599.97,CUST-7964
3212,2024-03-28,27,7,8.99,62.93,CUST-4291
3213,2024-03-28,22,1,199.99,199.99,CUST-4062
3214,2024-03-28,25,9,199.99,1799.91,CUST-6316
3215,2024-03-28,20,4,29.99,119.96,CUST-7804
3216,2024-03-28,8,8,119.99,959.92,CUST-4373
3217,2024-03-28,13,19,19.99,379.81,CUST-3910
3218,2024-03-28,8,18,119.99,2159.82,CUST-1648
3219,2024-03-28,11,15,12.99,194.85,CUST-1015
3220,2024-03-28,10,10,4.99,49.9,CUST-5603
3221,2024-03-28,20,4,29.99,119.96,CUST-5528
3222,2024-03-28,18,2,499.99,999.98,CUST-3546
3223,2024-03-28,5,28,79.99,2239.72,CUST-9622
3224,2024-03-28,18,2,499.99,999.98,CUST-8604
3225,2024-03-28,8,20,119.99,2399.8,CUST-2195
3226,2024-03-28,26,6,12.99,77.94,CUST-9183
3227,2024-03-28,21,4,149.99,599.96,CUST-6464
3228,2024-03-28,9,12,24.99,299.88,CUST-9417
3229,2024-03-28,28,4,6.99,27.96,CUST-5004
3230,2024-03-28,15,5,9.99,49.95,CUST-6578
3231,2024-03-28,23,9,99.99,899.91,CUST-3140
3232,2024-03-28,12,18,8.99,161.82,CUST-3872
3233,2024-03-28,12,11,8.99,98.89,CUST-7799
3234,2024-03-28,17,4,299.99,1199.96,CUST-8287
3235,2024-03-28,23,6,99.99,599.94,CUST-7242
3236,2024-03-28,13,15,19.99,299.85,CUST-3785
3237,2024-03-28,5,18,79.99,1439.82,CUST-9440
3238,2024-03-29,19,1,89.99,89.99,CUST-1964
3239,2024-03-29,2,16,89.99,1439.84,CUST-2194
3240,2024-03-29,3,10,12.99,129.9,CUST-7876
3241,2024-03-29,24,10,9.99,99.9,CUST-1503
3242,2024-03-29,23,8,99.99,799.92,CUST-6127
3243,2024-03-29,20,5,29.99,149.95,CUST-8608
3244,2024-03-29,5,18,79.99,1439.82,CUST-8795
3245,2024-03-29,28,6,6.99,41.94,CUST-7046
3246,2024-03-29,15,10,9.99,99.9,CUST-5332
3247,2024-03-29,27,7,8.99,62.93,CUST-6198
3248,2024-03-29,1,18,29.99,539.82,CUST-6609
3249,2024-03-30,1,11,29.99,329.89,CUST-4167
3250,2024-03-30,12,7,8.99,62.93,CUST-3541
3251,2024-03-30,1,10,29.99,299.9,CUST-8620
3252,2024-03-30,26,6,12.99,77.94,CUST-6045
3253,2024-03-31,10,3,4.99,14.97,CUST-4021
3254,2024-03-31,10,3,4.99,14.97,CUST-4639
3255,2024-03-31,9,3,24.99,74.97,CUST-9477
3256,2024-03-31,28,1,6.99,6.99,CUST-9477
3257,2024-03-31,1,12,29.99,359.88,CUST-4661
3258,2024-03-31,14,5,14.99,74.95,CUST-9124
3259,2024-03-31,28,3,6.99,20.97,CUST-3984
3260,2024-03-31,15,4,9.99,39.96,CUST-4462
3261,2024-03-31,25,4,199.99,799.96,CUST-4566
3262,2024-04-01,1,24,29.99,719.76,CUST-9027
3263,2024-04-01,27,8,8.99,71.92,CUST-7133
3264,2024-04-01,24,8,9.99,79.92,CUST-9594
3265,2024-04-01,9,13,24.99,324.87,CUST-7229
3266,2024-04-01,27,8,8.99,71.92,CUST-1433
3267,2024-04-01,11,17,12.99,220.83,CUST-6338
3268,2024-04-01,19,3,89.99,269.97,CUST-9940
3269,2024-04-01,27,8,8.99,71.92,CUST-3544
3270,2024-04-01,11,7,12.99,90.93,CUST-4318
3271,2024-04-01,14,16,14.99,239.84,CUST-5094
3272,2024-04-01,9,8,24.99,199.92,CUST-4186
3273,2024-04-01,24,10,9.99,99.9,CUST-1824
3274,2024-04-01,19,4,89.99,359.96,CUST-6751
3275,2024-04-01,22,1,199.99,199.99,CUST-4762
3276,2024-04-01,14,19,14.99,284.81,CUST-4819
3277,2024-04-01,4,7,49.99,349.93,CUST-6160
3278,2024-04-01,27,4,8.99,35.96,CUST-8526
3279,2024-04-01,5,17,79.99,1359.83,CUST-1860
3280,2024-04-01,9,5,24.99,124.95,CUST-6870
3281,2024-04-01,23,5,99.99,499.95,CUST-4965
3282,2024-04-01,3,13,12.99,168.87,CUST-7386
3283,2024-04-01,24,8,9.99,79.92,CUST-8797
3284,2024-04-01,18,3,499.99,1499.97,CUST-1057
3285,2024-04-01,22,1,199.99,199.99,CUST-7044
3286,2024-04-01,6,11,129.99,1429.89,CUST-2976
3287,2024-04-01,5,19,79.99,1519.81,CUST-6406
3288,2024-04-01,12,22,8.99,197.78,CUST-8732
3289,2024-04-01,9,6,24.99,149.94,CUST-9275
3290,2024-04-01,2,12,89.99,1079.88,CUST-8431
3291,2024-04-02,5,29,79.99,2319.71,CUST-1250
3292,2024-04-02,17,2,299.99,599.98,CUST-7041
3293,2024-04-02,16,12,34.99,419.88,CUST-2808
3294,2024-04-02,12,20,8.99,179.8,CUST-5696
3295,2024-04-02,1,23,29.99,689.77,CUST-5511
3296,2024-04-02,22,1,199.99,199.99,CUST-7597
3297,2024-04-02,10,5,4.99,24.95,CUST-5683
3298,2024-04-02,28,4,6.99,27.96,CUST-6842
3299,2024-04-02,14,12,14.99,179.88,CUST-3547
3300,2024-04-02,18,1,499.99,499.99,CUST-4537
3301,2024-04-02,1,14,29.99,419.86,CUST-1806
3302,2024-04-02,20,3,29.99,89.97,CUST-3584
3303,2024-04-02,21,3,149.99,449.97,CUST-9322
3304,2024-04-02,13,17,19.99,339.83,CUST-4063
3305,2024-04-02,14,8,14.99,119.92,CUST-2989
3306,2024-04-02,21,4,149.99,599.96,CUST-4533
3307,2024-04-02,10,6,4.99,29.94,CUST-7716
3308,2024-04-02,11,9,12.99,116.91,CUST-7103
3309,2024-04-02,13,11,19.99,219.89,CUST-7743
3310,2024-04-02,7,5,299.99,1499.95,CUST-9811
3311,2024-04-02,24,7,9.99,69.93,CUST-4753
3312,2024-04-02,20,4,29.99,119.96,CUST-6294
3313,2024-04-02,24,13,9.99,129.87,CUST-8272
3314,2024-04-02,17,2,299.99,599.98,CUST-2893
3315,2024-04-02,2,12,89.99,1079.88,CUST-9189
3316,2024-04-02,11,16,12.99,207.84,CUST-4825
3317,2024-04-02,16,8,34.99,279.92,CUST-1774
3318,2024-04-02,20,5,29.99,149.95,CUST-7294
3319,2024-04-02,9,5,24.99,124.95,CUST-4888
3320,2024-04-02,24,4,9.99,39.96,CUST-5659
3321,2024-04-02,13,11,19.99,219.89,CUST-6922
3322,2024-04-02,26,10,12.99,129.9,CUST-7631
3323,2024-04-02,28,5,6.99,34.95,CUST-1805
3324,2024-04-02,24,8,9.99,79.92,CUST-6797
3325,2024-04-02,9,10,24.99,249.9,CUST-4306
3326,2024-04-02,4,9,49.99,449.91,CUST-2800
3327,2024-04-02,1,9,29.99,269.91,CUST-9018
3328,2024-04-02,17,3,299.99,899.97,CUST-6794
3329,2024-04-02,12,28,8.99,251.72,CUST-9445
3330,2024-04-02,12,25,8.99,224.75,CUST-6985
3331,2024-04-02,19,4,89.99,359.96,CUST-4176
3332,2024-04-02,6,15,129.99,1949.85,CUST-7113
3333,2024-04-02,18,3,499.99,1499.97,CUST-3236
3334,2024-04-02,25,5,199.99,999.95,CUST-4058
3335,2024-04-03,9,7,24.99,174.93,CUST-5015
3336,2024-04-03,26,14,12.99,181.86,CUST-8743
3337,2024-04-03,10,3,4.99,14.97,CUST-5022
3338,2024-04-03,12,15,8.99,134.85,CUST-7434
3339,2024-04-03,12,22,8.99,197.78,CUST-7023
3340,2024-04-03,28,5,6.99,34.95,CUST-2571
3341,2024-04-03,10,8,4.99,39.92,CUST-7445
3342,2024-04-03,1,25,29.99,749.75,CUST-9019
3343,2024-04-03,26,5,12.99,64.95,CUST-9417
3344,2024-04-03,1,25,29.99,749.75,CUST-3452
3345,2024-04-03,6,8,129.99,1039.92,CUST-5538
3346,2024-04-04,19,2,89.99,179.98,CUST-9884
3347,2024-04-04,8,7,119.99,839.93,CUST-2611
3348,2024-04-04,25,7,199.99,1399.93,CUST-3259
3349,2024-04-04,28,7,6.99,48.93,CUST-9481
3350,2024-04-04,28,4,6.99,27.96,CUST-5719
3351,2024-04-04,19,4,89.99,359.96,CUST-7679
3352,2024-04-04,2,14,89.99,1259.86,CUST-8300
3353,2024-04-04,28,6,6.99,41.94,CUST-1254
3354,2024-04-04,21,3,149.99,449.97,CUST-3622
3355,2024-04-04,6,21,129.99,2729.79,CUST-2608
3356,2024-04-04,25,9,199.99,1799.91,CUST-9944
3357,2024-04-04,22,3,199.99,599.97,CUST-6753
3358,2024-04-04,21,2,149.99,299.98,CUST-5396
3359,2024-04-04,15,12,9.99,119.88,CUST-5792
3360,2024-04-04,22,1,199.99,199.99,CUST-9939
3361,2024-04-04,8,18,119.99,2159.82,CUST-1756
3362,2024-04-04,5,24,79.99,1919.76,CUST-4985
3363,2024-04-04,25,8,199.99,1599.92,CUST-5168
3364,2024-04-04,23,11,99.99,1099.89,CUST-8733
3365,2024-04-04,5,13,79.99,1039.87,CUST-9427
3366,2024-04-04,8,13,119.99,1559.87,CUST-4090
3367,2024-04-04,11,10,12.99,129.9,CUST-7092
3368,2024-04-04,21,4,149.99,599.96,CUST-1530
3369,2024-04-04,18,2,499.99,999.98,CUST-4613
3370,2024-04-04,19,2,89.99,179.98,CUST-1200
3371,2024-04-04,26,6,12.99,77.94,CUST-3028
3372,2024-04-04,12,23,8.99,206.77,CUST-9732
3373,2024-04-04,4,7,49.99,349.93,CUST-8393
3374,2024-04-04,27,9,8.99,80.91,CUST-5728
3375,2024-04-04,23,14,99.99,1399.86,CUST-2446
3376,2024-04-04,11,9,12.99,116.91,CUST-4294
3377,2024-04-04,27,11,8.99,98.89,CUST-1274
3378,2024-04-04,6,8,129.99,1039.92,CUST-4118
3379,2024-04-04,4,12,49.99,599.88,CUST-4812
3380,2024-04-04,2,11,89.99,989.89,CUST-9057
3381,2024-04-04,24,9,9.99,89.91,CUST-9804
3382,2024-04-04,15,8,9.99,79.92,CUST-2485
3383,2024-04-04,4,5,49.99,249.95,CUST-1630
3384,2024-04-04,23,12,99.99,1199.88,CUST-7970
3385,2024-04-04,15,11,9.99,109.89,CUST-1478
3386,2024-04-04,7,5,299.99,1499.95,CUST-6092
3387,2024-04-04,20,4,29.99,119.96,CUST-6238
3388,2024-04-04,3,14,12.99,181.86,CUST-4708
3389,2024-04-04,26,11,12.99,142.89,CUST-4311
3390,2024-04-04,3,5,12.99,64.95,CUST-4062
3391,2024-04-04,7,8,299.99,2399.92,CUST-2133
3392,2024-04-04,26,14,12.99,181.86,CUST-4484
3393,2024-04-04,20,4,29.99,119.96,CUST-6871
3394,2024-04-04,9,10,24.99,249.9,CUST-9782
3395,2024-04-04,1,17,29.99,509.83,CUST-4830
3396,2024-04-05,13,8,19.99,159.92,CUST-3466
3397,2024-04-05,9,9,24.99,224.91,CUST-4154
3398,2024-04-05,6,14,129.99,1819.86,CUST-9340
3399,2024-04-05,2,7,89.99,629.93,CUST-4603
3400,2024-04-05,10,8,4.99,39.92,CUST-1744
3401,2024-04-05,23,8,99.99,799.92,CUST-4354
3402,2024-04-05,15,4,9.99,39.96,CUST-9715
3403,2024-04-05,4,10,49.99,499.9,CUST-5713
3404,2024-04-05,28,3,6.99,20.97,CUST-2343
3405,2024-04-05,4,8,49.99,399.92,CUST-2093
3406,2024-04-05,5,29,79.99,2319.71,CUST-9279
3407,2024-04-05,13,10,19.99,199.9,CUST-2669
3408,2024-04-05,2,12,89.99,1079.88,CUST-4955
3409,2024-04-05,18,2,499.99,999.98,CUST-5778
3410,2024-04-05,9,9,24.99,224.91,CUST-3750
3411,2024-04-05,21,2,149.99,299.98,CUST-6994
3412,2024-04-05,11,11,12.99,142.89,CUST-4575
3413,2024-04-05,3,7,12.99,90.93,CUST-4719
3414,2024-04-05,23,9,99.99,899.91,CUST-9973
3415,2024-04-05,6,19,129.99,2469.81,CUST-7687
3416,2024-04-05,1,12,29.99,359.88,CUST-8809
3417,2024-04-05,18,1,499.99,499.99,CUST-7974
3418,2024-04-05,7,10,299.99,2999.9,CUST-2801
3419,2024-04-05,28,8,6.99,55.92,CUST-4452
3420,2024-04-05,1,25,29.99,749.75,CUST-5332
3421,2024-04-05,12,18,8.99,161.82,CUST-3532
3422,2024-04-05,20,3,29.99,89.97,CUST-8760
3423,2024-04-05,15,11,9.99,109.89,CUST-1924
3424,2024-04-05,16,15,34.99,524.85,CUST-5853
3425,2024-04-05,17,3,299.99,899.97,CUST-6282
3426,2024-04-05,27,6,8.99,53.94,CUST-7905
3427,2024-04-05,13,23,19.99,459.77,CUST-9823
3428,2024-04-05,20,4,29.99,119.96,CUST-8913
3429,2024-04-05,19,2,89.99,179.98,CUST-1817
3430,2024-04-05,14,17,14.99,254.83,CUST-8265
3431,2024-04-05,19,3,89.99,269.97,CUST-8337
3432,2024-04-05,22,2,199.99,399.98,CUST-4024
3433,2024-04-05,7,6,299.99,1799.94,CUST-6859
3434,2024-04-05,10,3,4.99,14.97,CUST-1658
3435,2024-04-05,14,13,14.99,194.87,CUST-6522
3436,2024-04-05,7,7,299.99,2099.93,CUST-3687
3437,2024-04-06,22,1,199.99,199.99,CUST-8287
3438,2024-04-06,20,1,29.99,29.99,CUST-4030
3439,2024-04-06,14,6,14.99,89.94,CUST-3501
3440,2024-04-06,20,3,29.99,89.97,CUST-3519
3441,2024-04-06,27,5,8.99,44.95,CUST-9893
3442,2024-04-06,18,1,499.99,499.99,CUST-1885
3443,2024-04-06,25,3,199.99,599.97,CUST-9095
3444,2024-04-06,11,4,12.99,51.96,CUST-4785
3445,2024-04-06,8,8,119.99,959.92,CUST-7417
3446,2024-04-06,28,4,6.99,27.96,CUST-5010
3447,2024-04-07,28,4,6.99,27.96,CUST-6849
3448,2024-04-07,25,5,199.99,999.95,CUST-8539
3449,2024-04-07,2,6,89.99,539.94,CUST-6653
3450,2024-04-07,9,6,24.99,149.94,CUST-6088
3451,2024-04-07,1,15,29.99,449.85,CUST-9743
3452,2024-04-07,23,5,99.99,499.95,CUST-2601
3453,2024-04-07,28,1,6.99,6.99,CUST-3087
3454,2024-04-07,8,8,119.99,959.92,CUST-3512
3455,2024-04-07,13,7,19.99,139.93,CUST-2099
3456,2024-04-07,1,6,29.99,179.94,CUST-9676
3457,2024-04-08,28,6,6.99,41.94,CUST-5555
3458,2024-04-08,19,3,89.99,269.97,CUST-5080
3459,2024-04-08,17,4,299.99,1199.96,CUST-9394
3460,2024-04-08,4,6,49.99,299.94,CUST-1515
3461,2024-04-08,20,4,29.99,119.96,CUST-4695
3462,2024-04-08,7,5,299.99,1499.95,CUST-3152
3463,2024-04-08,4,10,49.99,499.9,CUST-3591
3464,2024-04-08,16,10,34.99,349.9,CUST-3452
3465,2024-04-08,13,11,19.99,219.89,CUST-1890
3466,2024-04-08,11,17,12.99,220.83,CUST-6469
3467,2024-04-08,26,7,12.99,90.93,CUST-3702
3468,2024-04-08,4,10,49.99,499.9,CUST-3889
3469,2024-04-08,16,11,34.99,384.89,CUST-4845
3470,2024-04-08,14,9,14.99,134.91,CUST-6011
3471,2024-04-08,19,2,89.99,179.98,CUST-4093
3472,2024-04-08,12,25,8.99,224.75,CUST-1508
3473,2024-04-08,1,18,29.99,539.82,CUST-1146
3474,2024-04-08,21,2,149.99,299.98,CUST-4276
3475,2024-04-08,20,5,29.99,149.95,CUST-5826
3476,2024-04-08,1,12,29.99,359.88,CUST-7003
3477,2024-04-08,24,6,9.99,59.94,CUST-2548
3478,2024-04-08,13,8,19.99,159.92,CUST-4629
3479,2024-04-08,25,4,199.99,799.96,CUST-2736
3480,2024-04-08,24,11,9.99,109.89,CUST-6734
3481,2024-04-08,2,10,89.99,899.9,CUST-5764
3482,2024-04-08,2,15,89.99,1349.85,CUST-8851
3483,2024-04-08,18,2,499.99,999.98,CUST-5261
3484,2024-04-08,22,2,199.99,399.98,CUST-9520
3485,2024-04-08,5,31,79.99,2479.69,CUST-5244
3486,2024-04-08,15,10,9.99,99.9,CUST-4570
3487,2024-04-08,5,27,79.99,2159.73,CUST-5421
3488,2024-04-08,18,3,499.99,1499.97,CUST-8283
3489,2024-04-08,16,11,34.99,384.89,CUST-2083
3490,2024-04-08,14,19,14.99,284.81,CUST-8468
3491,2024-04-08,26,11,12.99,142.89,CUST-4250
3492,2024-04-08,2,8,89.99,719.92,CUST-9578
3493,2024-04-08,28,7,6.99,48.93,CUST-8553
3494,2024-04-08,15,8,9.99,79.92,CUST-8338
3495,2024-04-08,13,9,19.99,179.91,CUST-5086
3496,2024-04-08,25,4,199.99,799.96,CUST-7319
3497,2024-04-09,28,5,6.99,34.95,CUST-1862
3498,2024-04-09,23,9,99.99,899.91,CUST-8610
3499,2024-04-09,9,5,24.99,124.95,CUST-1433
3500,2024-04-09,7,4,299.99,1199.96,CUST-7868
3501,2024-04-09,2,10,89.99,899.9,CUST-4737
3502,2024-04-09,19,3,89.99,269.97,CUST-5069
3503,2024-04-09,1,18,29.99,539.82,CUST-8850
3504,2024-04-09,28,3,6.99,20.97,CUST-3623
